volume_usd,block_date,block_time,blockchain,evt_index,maker,taker,maker_symbol,token_pair,taker_token,taker_token_amount,taker_symbol,trace_address,tx_from,tx_hash,tx_to,taker_token_amount_raw,maker_token,maker_token_amount,version,maker_token_amount_raw
29.62565417333819,2023-04-04,2023-04-04 20:18:46.000 UTC,polygon,319,0x000000024d657368537761700000000000000000,0x21f96887b77f0ef00a33b148965269fcd14f3f62,WMATIC,USDT-WMATIC,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,,USDT,[],0x21f96887b77f0ef00a33b148965269fcd14f3f62,0x6cee7ce88c9d9f441bda4d751832b2e6cf5fbad1cd5e23a56430762b0383fff4,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,29740815,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,26.054563579943917,,26054563579943916000
1313.8937061251322,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,22,0x00000012556e6973776170563300000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC.e-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC.e,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,1314662670,0x4200000000000000000000000000000000000006,0.7028875856613949,,702887585661394800
1051.1007943624827,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,30,0x0000001d56656c6f64726f6d6500000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC.e-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC.e,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,1051730135,0x4200000000000000000000000000000000000006,0.56230248778272,,562302487782719940
7094.404668872238,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,6,0x00000012556e6973776170563300000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC.e-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC.e,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,7099178417,0x4200000000000000000000000000000000000006,3.795260564962038,,3795260564962038000
1051.061195219627,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,14,0x00000012556e6973776170563300000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC.e-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC.e,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,1051730136,0x4200000000000000000000000000000000000006,0.5622813036140263,,562281303614026300
7.411073983046853,2023-04-04,2023-04-04 20:17:51.000 UTC,arbitrum,14,0x000012556e697377617056330000000000000000,0x9afde46508b8d659bb0ffcdfd769ec37f7199cfa,WETH,USDC.e-WETH,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,,USDC.e,[],0x9afde46508b8d659bb0ffcdfd769ec37f7199cfa,0xf17ddcf43ef53af1b5377706298851c2dc55738b74e91480dc9fef68ae21eb19,0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,7418076,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0.00396466767046502,,3964667670465020
7.1442258283893505,2023-04-04,2023-04-04 20:17:26.000 UTC,polygon,148,0x0000000241706553776170000000000000000000,0x9c32b24373f571ec5b6791ed93abf3b721fd4648,WMATIC,WETH-WMATIC,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,,WETH,[],0x9c32b24373f571ec5b6791ed93abf3b721fd4648,0x3f9aea7d0632669b92e938787115cc02cc0dfa929ada9d383bd07b9499aaaab8,0xdef1c0ded9bec7f1a1670819833240f027b25eff,3836860083468541,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,6.283057413218761,,6283057413218761000
1.9167938344396847,2023-04-04,2023-04-04 20:17:08.000 UTC,polygon,101,0x876cea61f692f1624b6c8b1a8ac3d7a978a9f4fb,0x03421553988977107a7cdd4432036f8cf46bd986,WMATIC,USDC-WMATIC,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,,USDC,[],0x03421553988977107a7cdd4432036f8cf46bd986,0x5516cddee0696f2879c86a267b62c9190a6f4c65ba0e41d261b8a41839ed08bd,0xdef1c0ded9bec7f1a1670819833240f027b25eff,1939993,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,1.685742584344288,,1685742584344288100
4.9504863536259585,2023-04-04,2023-04-04 20:17:06.000 UTC,optimism,7,0x0000001942656574686f76656e78000000000000,0xc68ac244a944896efed6077c7bd3e0b9e1a2a013,WETH,USDC.e-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC.e,[],0xc68ac244a944896efed6077c7bd3e0b9e1a2a013,0x36afdb610015ea42c3ac96ea39ff822e60e103cc8cc571d356dab8db13c50585,0xdef1abe32c034e558cdd535791643c58a13acc10,4950000,0x4200000000000000000000000000000000000006,0.00264833858684946,,2648338586849460
49.546377456572095,2023-04-04,2023-04-04 20:16:52.000 UTC,arbitrum,10,0x000012556e697377617056330000000000000000,0xcc6a141d85872fde54e527b3438aa1ddb478ed1f,WETH,ARB-WETH,0x912ce59144191c1204e64559fe8253a0e49e6548,,ARB,[],0xcc6a141d85872fde54e527b3438aa1ddb478ed1f,0x5d3d3c993bdabbfa6307b157842c61a114614a4dae9827af95b413bc07a21cc6,0x00000000009726632680fb29d3f7a9734e3010e2,40000000000000000000,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0.026505594376750458,,26505594376750455
